id,edad,precio,cantidad,categoria,genero,descuento,satisfaccion,comprado,fecha_compra,metodo_pago,ubicacion_tienda,tiempo_entrega,cliente_recurrente,valoracion_producto
1162,66.0,127.95,8.0,Hogar,Masculino,7.7,1.0,,2022-12-12,Transferencia,Murcia,9.0,False,2.4
199,29.0,395.28,8.0,Hogar,Prefiero no decir,,0.7,True,2022-04-28,PayPal,Valencia,13.0,True,4.8
653,73.0,390.81,6.0,Alimentos,Masculino,,,True,2022-06-21,Tarjeta de débito,Zaragoza,25.0,False,2.7
860,85.0,182.5,10.0,,Femenino,,1.1,True,2023-01-04,Criptomoneda,Barcelona,13.0,False,2.2
830,64.0,181.73,7.0,Libros,Femenino,39.9,3.1,True,2023-11-03,Efectivo,Murcia,19.0,True,4.2
623,33.0,127.18,49.0,Ropa,Prefiero no decir,26.2,2.6,True,2023-09-06,Tarjeta de débito,Barcelona,9.0,False,1.2
151,19.0,410.44,9.0,Deportes,Femenino,22.4,5.5,False,2022-11-27,PayPal,Barcelona,,False,4.1
791,56.0,30.37,7.0,Ropa,Prefiero no decir,46.6,4.3,True,2024-03-12,Contra reembolso,Valencia,10.0,False,2.8
922,73.0,,5.0,Mascotas,Prefiero no decir,9.4,2.9,False,2024-02-28,Tarjeta de crédito,Málaga,26.0,True,2.3
213,42.0,,7.0,Alimentos,No binario,,5.5,True,2022-04-27,Tarjeta de débito,Las Palmas,19.0,False,2.7
394,61.0,218.34,1.0,Libros,Femenino,47.0,2.9,False,2022-05-12,Tarjeta de crédito,Valencia,8.0,True,2.8
857,79.0,394.84,7.0,Juguetes,Femenino,20.8,9.8,True,2022-06-23,Efectivo,Sevilla,26.0,False,2.9
275,,305.51,2.0,Libros,Masculino,33.6,6.5,True,2022-09-15,Transferencia,Barcelona,,False,3.1
195,77.0,,3.0,Electrónica,Femenino,5.3,,True,2024-04-23,Efectivo,Zaragoza,8.0,True,1.5
724,74.0,189.01,90.0,Belleza,Masculino,22.3,2.7,True,2022-08-27,Transferencia,Las Palmas,3.0,False,1.3
856,30.0,181.77,3.0,Libros,Prefiero no decir,0.6,3.2,True,2023-09-22,Efectivo,Málaga,24.0,True,2.7
391,50.0,412.1,9.0,Mascotas,Prefiero no decir,43.2,8.3,True,2023-05-14,Efectivo,Málaga,12.0,,3.2
288,67.0,255.6,2.0,Libros,No binario,44.4,1.9,False,2022-11-20,Tarjeta de crédito,Murcia,13.0,False,1.3
104,26.0,264.05,90.0,Mascotas,Femenino,13.7,3.2,True,2022-07-27,Efectivo,,30.0,True,3.2
806,23.0,298.81,10.0,Mascotas,No binario,37.6,0.9,True,2022-02-23,Transferencia,Zaragoza,22.0,False,3.3
636,36.0,477.17,6.0,Libros,Masculino,43.7,4.4,False,2023-04-28,PayPal,Málaga,19.0,False,2.1
421,72.0,345.7,1.0,Mascotas,Masculino,33.6,5.0,False,2022-11-17,PayPal,Barcelona,,False,3.9
844,53.0,148.0,5.0,Ropa,Masculino,29.6,1.1,False,2023-11-04,Tarjeta de débito,Las Palmas,2.0,True,3.0
1132,30.0,127.54,8.0,Libros,Femenino,5.1,4.7,True,2022-12-26,Transferencia,Valencia,13.0,True,1.2
718,23.0,136.46,8.0,Deportes,Prefiero no decir,24.1,9.3,True,2022-04-11,Efectivo,Madrid,23.0,True,3.1
374,21.0,245.57,7.0,Ropa,Masculino,27.8,2.0,True,2024-03-29,PayPal,Valencia,22.0,True,
1110,41.0,219.62,10.0,Juguetes,Prefiero no decir,43.9,5.2,True,2022-06-17,PayPal,Zaragoza,8.0,False,
128,61.0,309.57,1.0,Hogar,Femenino,30.4,9.2,True,2022-03-18,Criptomoneda,Murcia,23.0,True,4.0
414,66.0,159.05,2.0,Ropa,Femenino,15.1,9.3,True,2023-08-04,Efectivo,Murcia,24.0,True,2.0
691,51.0,137.46,1.0,Deportes,Femenino,5.8,7.9,,2023-07-07,Contra reembolso,Palma,13.0,False,4.6
1123,50.0,358.46,,Deportes,Femenino,41.0,5.7,False,2023-01-04,PayPal,Valencia,7.0,True,4.7
865,68.0,55.39,10.0,Alimentos,No binario,38.2,,False,2022-03-30,Contra reembolso,Málaga,,False,2.6
1186,22.0,96.9,6.0,Libros,Femenino,14.2,4.8,True,2024-02-05,PayPal,Palma,9.0,True,2.6
37,21.0,366.76,9.0,Hogar,Femenino,46.6,6.9,True,2023-03-04,Tarjeta de crédito,Sevilla,26.0,True,4.5
429,36.0,20.32,8.0,Electrónica,Prefiero no decir,28.3,2.3,True,2022-10-11,Criptomoneda,Las Palmas,27.0,False,4.6
658,53.0,252.7,9.0,Electrónica,Femenino,11.0,3.4,False,2023-09-03,Criptomoneda,Barcelona,28.0,False,
929,47.0,214.2,8.0,,Femenino,,4.0,True,2023-04-17,,Palma,21.0,False,4.6
836,22.0,424.78,10.0,Mascotas,Masculino,21.9,7.3,,2024-03-03,Tarjeta de crédito,Valencia,28.0,True,1.0
1078,74.0,482.68,10.0,Ropa,No binario,23.4,1.1,True,2024-04-03,Efectivo,Zaragoza,10.0,False,3.7
880,72.0,179.76,8.0,Libros,Femenino,8.8,9.1,True,2022-04-03,Criptomoneda,Valencia,23.0,True,2.7
44,61.0,486.14,1.0,Libros,Femenino,35.7,1.1,True,2022-01-14,PayPal,Palma,9.0,False,2.5
208,71.0,432.96,1.0,Libros,Femenino,9.2,5.3,True,2022-02-10,PayPal,Málaga,12.0,True,2.9
762,41.0,338.69,2.0,Deportes,Femenino,12.8,8.4,False,2022-10-10,Tarjeta de débito,Madrid,23.0,False,3.5
357,68.0,340.94,5.0,Belleza,Femenino,25.1,4.3,True,2024-01-30,Tarjeta de crédito,Palma,15.0,,4.7
197,18.0,436.25,5.0,Alimentos,Masculino,8.5,1.5,True,2023-10-27,Transferencia,Murcia,18.0,True,3.7
636,36.0,482.22,7.0,Libros,Masculino,43.7,4.4,False,2023-04-28,PayPal,Málaga,19.0,False,2.1
909,80.0,215.49,6.0,Juguetes,Femenino,20.0,4.8,True,2024-04-02,Criptomoneda,Bilbao,6.0,False,4.2
704,70.0,234.73,8.0,Deportes,Prefiero no decir,25.2,9.3,True,,Efectivo,Palma,21.0,False,3.1
282,26.0,195.33,7.0,Libros,Prefiero no decir,49.8,7.2,False,2023-02-22,Tarjeta de débito,Zaragoza,19.0,False,4.5
932,,357.75,4.0,Electrónica,Femenino,41.2,0.9,False,2023-05-09,Tarjeta de débito,Barcelona,17.0,True,4.8
695,58.0,171.99,2.0,Jardín,No binario,27.5,4.7,False,2023-11-26,Criptomoneda,Zaragoza,2.0,False,3.9
420,29.0,229.73,4.0,Libros,Masculino,14.7,6.0,True,2022-01-05,Tarjeta de débito,,3.0,False,4.8
1044,28.0,55.18,1.0,Alimentos,Prefiero no decir,40.6,7.9,False,2023-01-06,Tarjeta de débito,Bilbao,19.0,False,1.4
714,48.0,13.39,4.0,Ropa,Femenino,17.8,3.9,True,2024-01-30,Tarjeta de débito,Las Palmas,25.0,False,3.4
351,81.0,376.83,1.0,Jardín,Prefiero no decir,47.8,7.3,True,2023-07-05,Contra reembolso,Málaga,27.0,False,3.5
1188,71.0,441.44,10.0,Mascotas,No binario,31.7,0.3,True,2023-06-18,Criptomoneda,Sevilla,26.0,True,1.6
559,44.0,3.77,3.0,Belleza,Femenino,30.9,8.8,True,2022-08-17,Tarjeta de crédito,Murcia,30.0,True,4.3
1035,82.0,33.01,8.0,Jardín,No binario,3.5,1.3,True,2023-12-07,Efectivo,Valencia,10.0,True,3.7
721,23.0,387.71,,Libros,Prefiero no decir,1.5,8.6,False,2022-09-18,Contra reembolso,Bilbao,10.0,True,3.9
735,37.0,202.01,3.0,Libros,Masculino,4.3,4.2,False,2024-03-19,Criptomoneda,Sevilla,,True,4.8
679,56.0,370.61,7.0,Deportes,Prefiero no decir,1.3,5.7,True,2023-09-07,,Valencia,19.0,True,3.1
608,68.0,250.86,5.0,Belleza,Femenino,48.5,7.4,True,2023-08-11,PayPal,Málaga,1.0,True,2.9
265,8.0,440.09,2.0,Juguetes,Masculino,23.6,,True,2022-01-25,Efectivo,Málaga,28.0,False,4.6
62,65.0,244.92,10.0,Alimentos,,42.3,9.8,True,,PayPal,Las Palmas,3.0,True,1.3
75,26.0,30.72,2.0,Ropa,Femenino,,6.6,True,2023-11-23,,Palma,3.0,False,2.6
247,65.0,446.69,,Mascotas,Masculino,19.2,4.0,False,2024-03-03,Transferencia,Murcia,5.0,True,4.9
338,72.0,5.77,8.0,Electrónica,No binario,46.6,3.0,True,2024-01-17,Criptomoneda,Madrid,3.0,True,3.6
505,64.0,258.08,10.0,Jardín,No binario,8.7,3.7,,2022-06-13,Efectivo,Barcelona,11.0,True,1.2
392,57.0,429.49,6.0,Electrónica,No binario,17.0,8.3,True,2022-12-05,Efectivo,Zaragoza,5.0,True,3.8
793,49.0,490.69,6.0,Alimentos,Femenino,39.6,3.0,True,2022-06-15,Criptomoneda,Las Palmas,17.0,True,4.4
144,49.0,266.06,10.0,Mascotas,Prefiero no decir,13.0,5.5,True,2022-01-06,Contra reembolso,Málaga,,False,4.1
1008,75.0,158.34,,,Masculino,42.7,8.9,True,2024-02-22,PayPal,Bilbao,16.0,False,3.8
1097,43.0,207.04,4.0,Jardín,Masculino,32.1,2.4,False,2023-07-01,PayPal,Zaragoza,30.0,False,3.2
622,72.0,6.89,8.0,Ropa,Prefiero no decir,7.3,9.0,True,2023-02-20,Tarjeta de crédito,Barcelona,27.0,False,3.3
959,84.0,187.79,2.0,Jardín,No binario,18.2,,False,2022-12-17,Criptomoneda,Zaragoza,19.0,True,1.3
662,64.0,187.51,1.0,Belleza,Femenino,3.1,7.3,True,2023-01-23,Tarjeta de débito,Barcelona,28.0,True,3.5
561,50.0,177.67,,Jardín,Prefiero no decir,18.9,1.0,False,2023-02-20,PayPal,Sevilla,2.0,False,4.5
1073,61.0,301.53,10.0,Juguetes,No binario,48.7,,False,2022-08-23,PayPal,Bilbao,10.0,False,3.0
631,44.0,395.52,5.0,Mascotas,Femenino,28.0,0.1,False,2022-10-18,Tarjeta de crédito,Madrid,21.0,False,3.2
78,80.0,133.02,7.0,Alimentos,Femenino,,8.2,True,2022-08-18,Transferencia,Málaga,27.0,False,3.7
916,80.0,32.04,3.0,Alimentos,No binario,6.2,9.1,True,2022-09-14,Criptomoneda,Las Palmas,30.0,,1.1
127,45.0,222.96,3.0,Mascotas,,10.7,0.8,True,2023-12-01,Efectivo,Madrid,48.0,True,1.5
777,81.0,,5.0,Hogar,Masculino,20.4,8.4,False,2022-09-17,Contra reembolso,,22.0,True,1.8
268,42.0,218.06,8.0,Juguetes,Prefiero no decir,5.9,4.2,True,2022-12-06,Criptomoneda,Sevilla,16.0,True,2.9
775,39.0,71.47,8.0,Hogar,No binario,9.9,6.5,True,2023-07-23,Tarjeta de débito,Las Palmas,4.0,True,2.3
61,112.0,231.86,2.0,Belleza,,40.0,2.0,True,2022-05-30,Criptomoneda,Las Palmas,19.0,True,4.3
456,34.0,154.65,7.0,Alimentos,Prefiero no decir,19.3,,False,2022-03-20,Efectivo,Las Palmas,20.0,True,2.1
778,28.0,124.74,5.0,Belleza,,21.4,5.1,True,2022-11-11,,Murcia,23.0,True,4.8
835,25.0,164.23,2.0,Jardín,No binario,24.9,6.7,True,2022-02-28,Efectivo,Valencia,29.0,False,3.0
1051,39.0,93.79,2.0,Mascotas,Femenino,19.1,2.6,True,2022-10-03,Tarjeta de débito,Murcia,13.0,True,1.2
395,46.0,162.84,5.0,Belleza,Femenino,33.5,3.4,False,2023-11-19,Efectivo,Málaga,5.0,True,2.8
466,22.0,73.9,5.0,Mascotas,No binario,,7.7,False,2023-02-19,PayPal,Barcelona,6.0,True,2.3
684,34.0,103.61,6.0,Deportes,No binario,44.1,0.1,True,2024-02-10,,Sevilla,15.0,False,1.2
101,22.0,388.93,3.0,Mascotas,Prefiero no decir,28.4,6.5,False,2022-01-14,Contra reembolso,Málaga,,True,2.5
259,41.0,301.49,4.0,Electrónica,Prefiero no decir,31.0,9.9,True,2023-10-25,Contra reembolso,Zaragoza,3.0,True,3.5
999,76.0,360.63,7.0,Belleza,No binario,14.2,2.8,,2023-05-09,Criptomoneda,,14.0,True,2.4
780,77.0,341.41,3.0,Ropa,Masculino,26.1,5.7,False,2022-12-19,Transferencia,Sevilla,7.0,,5.0
200,54.0,334.17,9.0,Juguetes,Femenino,34.5,,True,2023-11-16,Tarjeta de crédito,Madrid,,True,3.4
962,51.0,350.12,7.0,Jardín,,33.5,8.1,True,2022-07-02,Transferencia,Barcelona,23.0,True,4.3
237,68.0,154.13,7.0,Jardín,Prefiero no decir,1.7,2.6,True,2022-06-21,Tarjeta de crédito,Valencia,23.0,False,4.7
858,77.0,129.25,8.0,Belleza,Femenino,7.8,0.4,True,2023-11-22,Tarjeta de débito,Málaga,28.0,False,2.0
178,,67.5,4.0,Libros,Femenino,29.2,6.3,True,2023-07-04,PayPal,Palma,1.0,False,4.4
711,72.0,263.04,8.0,Deportes,Masculino,36.0,8.5,True,2022-12-25,Contra reembolso,Murcia,14.0,False,3.0
625,21.0,161.55,8.0,Deportes,Femenino,30.4,,False,2023-10-15,,Bilbao,25.0,,4.5
133,44.0,483.73,2.0,Deportes,Masculino,13.3,4.2,False,2022-05-03,Tarjeta de débito,Murcia,15.0,True,2.5
612,27.0,31.89,4.0,Electrónica,Femenino,41.8,6.2,False,2023-10-07,Tarjeta de crédito,Valencia,21.0,True,2.6
688,27.0,33.76,6.0,Belleza,Masculino,33.8,8.7,True,2023-11-07,Criptomoneda,Palma,13.0,False,3.7
1094,33.0,295.86,10.0,Alimentos,Masculino,5.6,6.2,True,2022-05-18,Transferencia,Sevilla,28.0,False,4.8
1183,58.0,,8.0,Deportes,Prefiero no decir,20.2,3.3,True,2023-04-01,Contra reembolso,Zaragoza,29.0,False,1.4
272,63.0,302.95,2.0,Deportes,Femenino,20.2,6.8,,2022-02-25,Tarjeta de débito,Valencia,20.0,,1.8
134,79.0,211.79,4.0,Ropa,Masculino,,9.4,False,,Tarjeta de débito,Palma,6.0,True,4.6
843,53.0,63.66,1.0,Electrónica,Prefiero no decir,23.4,6.4,True,2022-07-26,Tarjeta de débito,Murcia,21.0,False,1.2
1105,35.0,98.33,1.0,Hogar,Femenino,25.4,2.9,False,2023-08-05,Criptomoneda,,83.0,False,2.0
827,55.0,251.95,,,Masculino,11.4,7.6,True,2023-01-29,Tarjeta de crédito,Bilbao,21.0,False,2.0
175,37.0,238.29,2.0,Ropa,Femenino,18.1,4.4,True,2022-06-13,Tarjeta de crédito,Barcelona,7.0,True,4.9
136,44.0,335.62,8.0,Hogar,,31.1,8.7,,2023-03-15,Transferencia,Zaragoza,8.0,True,3.2
220,,455.83,3.0,Alimentos,Masculino,29.2,9.0,True,2023-06-14,Tarjeta de crédito,,19.0,True,4.7
1009,46.0,148.57,3.0,Hogar,No binario,0.2,4.5,False,2023-06-08,Transferencia,Madrid,7.0,True,3.7
703,50.0,9.91,7.0,Mascotas,No binario,46.3,4.4,True,2023-06-27,Contra reembolso,Murcia,12.0,False,4.3
427,30.0,195.18,8.0,Belleza,No binario,31.6,2.8,False,2023-10-19,Tarjeta de crédito,Barcelona,22.0,True,3.7
575,62.0,204.42,9.0,Hogar,Femenino,2.5,0.2,True,2022-03-20,Criptomoneda,Barcelona,26.0,,4.0
551,50.0,330.98,2.0,Hogar,Masculino,19.4,1.5,False,2023-01-23,Transferencia,Madrid,,False,4.7
324,85.0,352.62,2.0,Mascotas,No binario,30.5,3.0,True,2023-07-01,PayPal,Zaragoza,18.0,False,3.5
729,62.0,424.3,4.0,Hogar,Masculino,23.7,3.8,True,2023-02-23,PayPal,Barcelona,21.0,True,4.1
223,31.0,13.91,3.0,Juguetes,Femenino,34.2,9.7,False,2023-01-19,Tarjeta de débito,Barcelona,9.0,False,2.5
975,,428.99,,Jardín,Prefiero no decir,,1.1,False,2022-07-24,Transferencia,Las Palmas,20.0,False,1.7
958,71.0,256.9,3.0,Ropa,Prefiero no decir,46.8,8.7,True,2024-04-20,Contra reembolso,Valencia,29.0,True,4.0
848,37.0,27.23,2.0,Belleza,,,3.2,False,2022-07-19,Criptomoneda,Sevilla,12.0,True,2.2
292,,184.12,1.0,Deportes,Masculino,28.3,5.1,,2022-05-02,Tarjeta de débito,Murcia,,False,3.5
431,29.0,84.21,5.0,Libros,Prefiero no decir,0.7,2.5,False,2022-05-18,PayPal,Las Palmas,6.0,True,3.8
713,20.0,67.15,6.0,Electrónica,Masculino,12.5,6.8,False,2024-04-03,Tarjeta de crédito,Murcia,2.0,True,2.9
785,43.0,275.56,1.0,Libros,Masculino,18.0,2.9,True,2022-05-22,PayPal,Málaga,8.0,,2.0
834,46.0,114.93,7.0,Ropa,Femenino,17.0,8.1,True,2023-09-04,Tarjeta de débito,,12.0,True,4.7
628,42.0,138.84,7.0,Hogar,No binario,1.8,6.9,True,2024-01-16,Criptomoneda,Murcia,9.0,False,1.3
992,,121.31,7.0,Electrónica,Prefiero no decir,15.3,8.2,True,2023-11-11,Tarjeta de crédito,Palma,18.0,True,4.2
389,84.0,225.98,6.0,Libros,Masculino,45.2,,True,2024-01-14,Tarjeta de crédito,Palma,13.0,False,2.7
730,61.0,16.68,,Ropa,Prefiero no decir,12.9,9.9,True,2022-09-21,PayPal,Murcia,20.0,,2.3
438,29.0,487.35,10.0,Deportes,Prefiero no decir,15.8,7.7,True,,Criptomoneda,Palma,29.0,,4.5
661,69.0,108.4,7.0,Mascotas,No binario,,5.2,True,2022-08-24,PayPal,Zaragoza,25.0,False,2.0
897,,255.93,,Alimentos,Femenino,2.5,0.2,True,2022-01-05,Contra reembolso,Valencia,2.0,True,
498,23.0,432.46,7.0,Hogar,Masculino,33.9,3.0,True,2023-09-21,Contra reembolso,Murcia,1.0,True,4.0
887,69.0,251.28,8.0,Ropa,No binario,3.2,9.8,True,2022-12-23,Efectivo,Murcia,12.0,True,3.9
418,79.0,112.86,,Jardín,Masculino,49.6,2.7,True,2023-03-15,Tarjeta de crédito,Bilbao,1.0,False,4.4
186,18.0,419.34,4.0,Juguetes,Femenino,46.7,8.2,False,2022-12-06,Transferencia,Bilbao,18.0,False,3.3
123,,96.19,6.0,Hogar,Femenino,,2.7,True,2022-07-18,Transferencia,,16.0,True,3.5
216,71.0,459.45,9.0,Hogar,Femenino,14.3,5.5,True,2023-07-08,Contra reembolso,Zaragoza,13.0,False,4.0
311,39.0,402.28,6.0,Alimentos,No binario,18.0,8.9,False,,PayPal,Las Palmas,25.0,False,2.7
1000,31.0,432.01,10.0,Deportes,Prefiero no decir,23.9,5.6,False,2023-01-16,PayPal,Las Palmas,5.0,True,3.7
1114,,219.84,4.0,,Prefiero no decir,42.7,0.2,True,,Contra reembolso,Palma,29.0,True,4.8
1101,26.0,227.88,7.0,Electrónica,No binario,19.0,2.0,True,2023-05-14,Tarjeta de crédito,Bilbao,26.0,False,4.0
974,24.0,489.37,,Libros,Femenino,42.8,4.4,True,2024-01-25,Tarjeta de débito,Barcelona,20.0,False,1.2
669,76.0,109.94,9.0,Hogar,Masculino,49.0,3.8,True,2023-06-01,Efectivo,Málaga,10.0,True,2.3
772,18.0,8.88,1.0,Electrónica,Prefiero no decir,9.5,0.3,True,2022-07-03,Transferencia,Madrid,18.0,False,3.8
1174,79.0,253.8,7.0,Alimentos,Femenino,22.4,7.9,True,2022-11-21,Criptomoneda,Málaga,27.0,False,4.3
1190,66.0,344.14,3.0,Jardín,,16.9,6.0,True,,Transferencia,Málaga,2.0,False,1.0
639,59.0,249.44,9.0,Deportes,Femenino,42.7,0.6,False,,Transferencia,Palma,,True,1.8
635,68.0,191.77,4.0,Jardín,Femenino,10.3,3.3,True,2023-09-14,Contra reembolso,Zaragoza,26.0,False,3.1
921,68.0,119.06,6.0,Libros,Masculino,49.9,2.6,True,2023-05-11,Transferencia,Madrid,20.0,False,4.3
871,18.0,434.05,5.0,Ropa,Masculino,21.7,9.9,True,2023-02-09,Efectivo,Málaga,2.0,False,1.7
656,78.0,183.22,9.0,Hogar,Prefiero no decir,5.8,9.6,True,2022-12-17,Efectivo,Málaga,45.0,False,4.7
172,33.0,2451.92,10.0,Juguetes,Femenino,3.9,5.4,False,2022-03-11,Tarjeta de débito,,28.0,True,3.9
1091,64.0,369.58,3.0,Hogar,No binario,45.1,8.1,True,2022-06-30,Tarjeta de crédito,Valencia,23.0,False,2.0
150,56.0,429.8,6.0,Ropa,Femenino,4.0,8.6,True,2022-06-07,Tarjeta de débito,Las Palmas,19.0,True,2.5
1068,20.0,43.1,8.0,Ropa,No binario,3.6,5.5,True,2022-07-04,Tarjeta de débito,Murcia,2.0,True,1.4
789,,225.54,4.0,Belleza,Masculino,15.3,3.7,False,2022-08-24,Transferencia,Madrid,27.0,False,1.9
1185,23.0,39.89,9.0,Alimentos,Masculino,0.8,5.0,True,2023-01-07,Contra reembolso,Murcia,12.0,True,1.6
603,68.0,278.49,10.0,Hogar,Femenino,37.5,2.7,True,2023-02-25,Criptomoneda,Murcia,5.0,False,2.2
863,48.0,99.84,6.0,Alimentos,Prefiero no decir,22.1,8.9,True,2022-01-01,Contra reembolso,Murcia,10.0,False,2.8
149,29.0,97.77,3.0,Hogar,Prefiero no decir,38.2,2.6,False,,Tarjeta de crédito,Madrid,6.0,,4.8
719,83.0,13.69,7.0,Ropa,Masculino,19.5,2.0,True,,Contra reembolso,Valencia,26.0,True,1.2
804,56.0,133.47,9.0,Deportes,Prefiero no decir,13.1,4.2,True,2023-12-02,Criptomoneda,Barcelona,9.0,False,4.5
810,59.0,99.1,67.0,Belldza,Prefiero no decir,20.0,7.3,False,2022-01-06,Efectivo,Murcia,22.0,False,1.1
899,60.0,406.38,2.0,Deportes,Femenino,40.3,9.1,True,2022-06-29,Tarjeta de débito,Palma,5.0,True,4.7
901,68.0,169.43,2.0,Deportes,Prefiero no decir,0.8,4.1,True,2023-06-03,Efectivo,Barcelona,17.0,True,2.6
1039,43.0,,9.0,Deportes,Prefiero no decir,19.0,3.3,False,2022-08-04,PayPal,Murcia,29.0,False,4.3
50,21.0,,74.0,Belleza,No binario,,7.7,True,2022-02-24,PayPal,Barcelona,22.0,False,1.2
963,52.0,358.59,7.0,Deportes,Femenino,14.4,5.3,False,2023-05-03,Contra reembolso,Málaga,,True,1.7
1156,54.0,187.38,6.0,Jardín,Masculino,13.0,,True,,Tarjeta de crédito,Sevilla,27.0,False,2.0
1131,30.0,139.05,28.0,,No binario,41.8,,True,2022-05-05,Criptomoneda,Las Palmas,15.0,True,3.1
270,75.0,220.13,3.0,Juguetes,No binario,4.8,1.2,True,2022-03-31,Tarjeta de débito,Sevilla,3.0,False,1.5
845,43.0,201.93,7.0,Libros,Masculino,44.3,4.4,True,2024-04-03,,Las Palmas,12.0,True,
549,47.0,377.95,9.0,Belleza,Femenino,5.1,6.8,True,2023-01-21,Efectivo,Zaragoza,10.0,True,1.2
1170,73.0,149.73,5.0,Juguetes,Femenino,34.4,3.6,True,2022-06-15,Criptomoneda,Las Palmas,25.0,False,4.8
77,25.0,104.68,3.0,Deportes,Prefiero no decir,37.1,2.8,True,2023-07-30,PayPal,Murcia,25.0,True,3.2
942,25.0,332.2,7.0,Deportes,Prefiero no decir,46.8,2.7,True,2022-08-24,Efectivo,Zaragoza,21.0,True,3.9
16,50.0,380.9,10.0,Jtrdín,Femenino,36.0,7.6,True,2022-12-20,Contra reembolso,Palma,19.0,False,4.1
862,,124.0,8.0,Hogar,No binario,44.4,10.0,False,2023-11-02,Tarjeta de débito,Las Palmas,8.0,True,2.9
423,40.0,245.37,9.0,Electrónica,Femenino,18.6,9.5,False,2024-03-15,Tarjeta de crédito,Las Palmas,15.0,False,3.9
808,24.0,313.06,2.0,Belleza,Femenino,25.9,5.6,False,2023-02-03,PayPal,Palma,25.0,False,3.6
224,38.0,481.59,1.0,Deportes,Femenino,9.2,8.0,False,2023-06-11,Contra reembolso,Murcia,16.0,False,1.2
326,64.0,70.09,,Libros,Prefiero no decir,44.7,1.5,False,2022-05-20,Criptomoneda,Las Palmas,15.0,True,3.2
1033,19.0,344.29,1.0,Hogar,No binario,18.9,6.3,True,2023-04-17,,Barcelona,22.0,True,3.9
522,29.0,442.32,1.0,Mascotas,Prefiero no decir,22.2,2.3,True,2023-01-14,Criptomoneda,Madrid,11.0,False,1.2
367,27.0,451.71,3.0,Deportes,No binario,36.5,7.5,False,2022-08-15,Tarjeta de débito,Valencia,20.0,False,2.9
321,70.0,256.17,7.0,Hogar,Femenino,46.0,1.3,True,2022-02-01,Transferencia,Murcia,14.0,True,2.4
432,78.0,3383.55,9.0,Juguetes,No binario,18.1,8.8,True,2023-11-27,Contra reembolso,Madrid,29.0,,3.0
52,23.0,282.81,5.0,Hogar,Femenino,0.2,,True,2022-02-27,Tarjeta de débito,Bilbao,5.0,False,4.2
613,73.0,375.58,8.0,Deportes,Masculino,8.2,7.2,True,2023-06-09,Transferencia,Palma,26.0,False,2.7
177,53.0,318.9,6.0,,Masculino,,9.3,True,2023-07-11,Tarjeta de crédito,Las Palmas,62.0,False,4.1
621,40.0,420.47,,Electrónica,Femenino,20.6,8.4,False,,Efectivo,Madrid,15.0,False,4.3
15,38.0,139.62,63.0,Alimentos,No binario,29.7,4.8,True,2023-12-05,Criptomoneda,Bilbao,18.0,False,1.9
385,78.0,338.12,5.0,Belleza,Prefiero no decir,23.6,8.5,True,2022-03-10,Tarjeta de crédito,Valencia,9.0,True,2.8
365,50.0,363.37,3.0,Belleza,Femenino,10.8,7.8,False,2022-06-14,Tarjeta de débito,Zaragoza,16.0,False,2.9
737,64.0,37.52,3.0,Electrónica,Masculino,2.9,4.8,False,2023-08-15,Efectivo,Zaragoza,78.0,True,5.0
869,28.0,22.83,4.0,Hogar,Prefiero no decir,36.9,9.0,True,2022-12-28,Tarjeta de débito,Murcia,14.0,True,3.0
642,38.0,353.41,10.0,Deportes,Masculino,10.5,1.4,,2023-09-08,Criptomoneda,Málaga,26.0,True,4.0
920,30.0,155.45,5.0,Alimentos,Masculino,12.7,6.3,False,2023-07-31,Tarjeta de crédito,Las Palmas,25.0,False,2.5
158,18.0,182.11,4.0,Mascotas,No binario,4.8,8.9,,2022-11-05,Efectivo,Madrid,25.0,,4.3
1112,62.0,375.45,7.0,Ropa,Masculino,40.2,3.3,True,2022-08-09,,Palma,28.0,False,3.0
163,,,10.0,Jardín,Femenino,,7.5,True,,Criptomoneda,Sevilla,16.0,False,4.7
433,36.0,379.33,4.0,AlWmentos,Prefiero no decir,30.1,5.6,True,2024-01-21,Transferencia,Zaragoza,17.0,False,1.7
938,68.0,492.5,5.0,Juguetes,Prefiero no decir,40.4,5.2,False,2024-03-18,PayPal,Madrid,22.0,False,5.0
227,,415.55,8.0,Electrónica,Masculino,9.4,3.7,True,,,,6.0,True,3.4
728,68.0,487.23,2.0,Juguetes,Prefiero no decir,26.0,3.2,False,2023-07-11,Transferencia,Barcelona,27.0,True,3.8
353,39.0,44.69,10.0,Jardín,Masculino,17.7,8.9,False,,Criptomoneda,Málaga,30.0,False,3.7
584,71.0,240.84,9.0,Mascotas,No binario,49.1,8.5,False,2023-09-09,Criptomoneda,Bilbao,23.0,True,4.2
733,85.0,391.29,3.0,Belleza,Prefiero no decir,39.1,8.4,True,2023-12-28,Efectivo,Sevilla,14.0,True,4.4
379,41.0,2.58,5.0,Alimentos,,19.4,0.9,False,2023-04-18,Transferencia,Valencia,15.0,,3.1
965,63.0,460.89,7.0,Deportes,No binario,29.6,4.6,False,2022-12-29,Efectivo,Palma,3.0,True,2.0
872,63.0,144.83,10.0,Deportes,Prefiero no decir,37.4,7.9,True,2023-02-20,PayPal,Zaragoza,25.0,True,3.2
